match_id,team_name,player_name,minute,second,period,location_x,location_y,play_pattern_name,shot_statsbomb_xg,shot_outcome_name,shot_type_name,shot_technique_name,shot_body_part_name,shot_first_time,shot_one_on_one,shot_open_goal,shot_aerial_won,under_pressure
3941022,Austria,Stefan Posch,65,52,2,113.1,41.9,From Corner,0.11622289,Wayward,Open Play,Normal,Head,,,,,
3941022,Austria,Michael Gregoritsch,65,53,2,116.2,36.5,From Corner,0.5777065,Goal,Open Play,Half Volley,Left Foot,True,,,,
3941022,Austria,Michael Gregoritsch,68,2,2,109.4,39.1,Regular Play,0.098569036,Saved,Open Play,Normal,Head,,True,,,
3941022,Austria,Florian Grillitsch,73,2,2,96.4,47.7,From Corner,0.024146283,Blocked,Open Play,Half Volley,Right Foot,,,,,True
3941022,Austria,Florian Grillitsch,74,21,2,94.4,51.1,From Throw In,0.024710217,Saved,Open Play,Normal,Right Foot,,,,,
3941022,Austria,Marko Arnautović,74,50,2,96.7,38.5,From Counter,0.030356593,Blocked,Open Play,Normal,Right Foot,,,,,True
3941022,Austria,Marcel Sabitzer,83,34,2,99.8,52.9,Regular Play,0.02972567,Wayward,Open Play,Half Volley,Left Foot,True,,,,
3941022,Austria,Christoph Baumgartner,83,41,2,114.1,37.5,Regular Play,0.24289556,Off T,Open Play,Normal,Head,,,,True,True
3941022,Austria,Christoph Baumgartner,85,44,2,110.5,43.6,From Corner,0.0522076,Off T,Open Play,Normal,Head,,,,,
3941022,Austria,Michael Gregoritsch,90,41,2,112.6,42.5,From Throw In,0.101370536,Blocked,Open Play,Normal,Head,,,,,
3941022,Turkey,Barış Alper Yılmaz,93,13,2,102.8,35.9,From Counter,0.10791902,Saved,Open Play,Normal,Right Foot,,,,,True
3941022,Austria,Christoph Baumgartner,94,0,2,113.9,42.7,Regular Play,0.23239474,Saved,Open Play,Normal,Head,,True,,True,True
3941021,Netherlands,Xavi Simons,5,32,1,95.3,18.1,From Throw In,0.008267852,Saved,Open Play,Normal,Right Foot,,,,,
3941021,Romania,Dennis Man,13,52,1,99.0,48.2,Regular Play,0.03920482,Off T,Open Play,Normal,Left Foot,,,,,
3941021,Netherlands,Stefan de Vrij,16,45,1,111.8,40.0,From Corner,0.07967252,Blocked,Open Play,Normal,Head,,,,True,True
3941021,Netherlands,Nathan Aké,17,4,1,108.7,35.3,From Corner,0.033201255,Wayward,Open Play,Normal,Head,,,,,
3941021,Netherlands,Cody Mathès Gakpo,19,7,1,107.5,24.9,From Corner,0.046985872,Goal,Open Play,Normal,Right Foot,,,,,
3941021,Romania,Ianis Hagi,20,17,1,96.2,17.6,From Kick Off,0.007178938,Off T,Open Play,Normal,Right Foot,,,,,
3941021,Romania,Dennis Man,23,20,1,107.9,38.5,Regular Play,0.10886951,Off T,Open Play,Normal,Left Foot,True,,,,True
3941021,Netherlands,Tijjani Reijnders,25,13,1,101.2,41.1,From Goal Kick,0.052920066,Blocked,Open Play,Half Volley,Right Foot,,,,,
3941021,Netherlands,Stefan de Vrij,25,46,1,112.9,46.5,From Corner,0.0656883,Off T,Open Play,Normal,Head,,,,,
3941021,Netherlands,Memphis Depay,42,2,1,119.2,79.2,From Corner,0.00018,Off T,Corner,Normal,Right Foot,,True,,,
3941021,Netherlands,Xavi Simons,43,24,1,110.1,39.2,Regular Play,0.14239058,Off T,Open Play,Normal,Right Foot,,,,,True
3941021,Romania,Denis Mihai Drăguş,46,6,1,99.5,38.3,Regular Play,0.056796633,Saved,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Tijjani Reijnders,49,24,2,101.2,41.0,From Free Kick,0.09582185,Blocked,Open Play,Normal,Right Foot,,,,,True
3941021,Netherlands,Donyell Malen,49,43,2,113.0,42.2,From Free Kick,0.14581987,Off T,Open Play,Normal,Head,,,,True,True
3941021,Netherlands,Donyell Malen,53,16,2,110.6,49.7,From Throw In,0.22304013,Wayward,Open Play,Normal,Right Foot,True,,,,
3941021,Netherlands,Memphis Depay,53,18,2,114.0,38.3,From Throw In,0.3079616,Blocked,Open Play,Half Volley,Right Foot,,,,,
3941021,Netherlands,Tijjani Reijnders,56,22,2,96.4,38.6,Regular Play,0.03629456,Off T,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Virgil van Dijk,57,47,2,109.6,39.8,From Corner,0.06589584,Post,Open Play,Normal,Head,,,,,
3941021,Netherlands,Cody Mathès Gakpo,58,42,2,112.5,27.9,Regular Play,0.11165685,Saved,Open Play,Half Volley,Right Foot,True,,,,
3941021,Romania,Denis Mihai Drăguş,59,8,2,104.2,47.5,From Keeper,0.05565119,Blocked,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Cody Mathès Gakpo,61,45,2,97.1,47.3,From Counter,0.0472151,Saved,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Nathan Aké,62,29,2,111.4,47.2,From Corner,0.07373578,Wayward,Open Play,Normal,Head,,,,True,True
3941021,Netherlands,Memphis Depay,67,42,2,94.3,33.1,From Free Kick,0.061553013,Off T,Free Kick,Normal,Right Foot,,,,,
3941021,Netherlands,Joey Veerman,72,30,2,114.2,28.3,Regular Play,0.11710371,Off T,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Memphis Depay,78,8,2,108.3,25.7,Regular Play,0.028539894,Blocked,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Cody Mathès Gakpo,79,49,2,106.1,51.7,From Counter,0.062258154,Blocked,Open Play,Normal,Right Foot,,,,,True
3941021,Netherlands,Donyell Malen,82,23,2,115.6,36.0,From Throw In,0.39829126,Goal,Open Play,Normal,Right Foot,True,,,,
3941021,Netherlands,Memphis Depay,84,23,2,112.2,27.4,Regular Play,0.070296794,Off T,Open Play,Normal,Right Foot,,,,,
3941021,Netherlands,Donyell Malen,92,42,2,104.2,33.2,From Counter,0.35144565,Goal,Open Play,Normal,Right Foot,,,,,True
