id,match_id,team_name,player_name,minute,second,period,location_x,location_y,play_pattern_name,shot_statsbomb_xg,shot_outcome_name,shot_type_name,shot_technique_name,shot_body_part_name,shot_first_time,shot_one_on_one,shot_open_goal,shot_aerial_won,under_pressure,defenders_in_cone,nearest_opponent_distance,opponents_within_5m,keeper_distance_to_shot,keeper_distance_to_goal_line,has_360
4c2e0fa3-7dd5-47e9-b3ba-7c5ce09411a8,3938639,Georgia,Anzor Mekvabishvili,10,54,1,92.7,40.9,From Throw In,0.027525524,Saved,Open Play,Normal,Right Foot,,,,,,2.0,4.279607848634915,2.0,24.23673112177536,3.0644835691930865,1
ddce699e-a1b3-4ac5-9ff4-3697f567926b,3938639,Georgia,Georges Mikautadze,11,36,1,101.3,25.7,From Corner,0.030906457,Off T,Open Play,Normal,Right Foot,,,,,,,,,,,0
d678e954-447d-4531-a9eb-3b4a7bb08a16,3938639,Turkey,Kenan Yildiz,13,25,1,111.6,20.7,From Throw In,0.010085153,Saved,Open Play,Normal,Left Foot,,,,,,0.0,1.0551560439282406,2.0,17.44816081855171,2.5168967426798616,1
9ff5ce55-a660-40f0-8fd4-248bf7527afe,3938639,Turkey,Hakan Çalhanoğlu,20,33,1,103.3,31.0,Regular Play,0.04039659,Off T,Open Play,Half Volley,Right Foot,,,,,,1.0,0.812496277404093,3.0,15.906881358648041,2.270070448040798,1
37465a0b-5c3d-4022-9d28-f6d2dcb597b2,3938639,Turkey,Orkun Kökçü,22,29,1,92.6,29.1,From Free Kick,0.021431247,Blocked,Open Play,Normal,Right Foot,,,,,,1.0,2.1367974437191566,2.0,26.83200972310608,2.4186456509718397,1
4ed4c7c2-db61-4c4b-a287-dd9c6604a166,3938639,Turkey,Mert Müldür,24,57,1,102.6,48.7,Regular Play,0.04871227,Goal,Open Play,Volley,Right Foot,True,,,,,2.0,0.9553188425181671,1.0,17.320306801901857,1.5636238627810144,1
59fa2d87-fde4-4bea-9843-73d6ed21dffa,3938639,Turkey,Orkun Kökçü,26,33,1,111.6,45.6,Regular Play,0.32288,Wayward,Open Play,Normal,Right Foot,True,,,,,0.0,2.5070846236847713,2.0,5.75616462740726,3.2787333268335885,1
3de74f90-5608-49e3-b02b-32326aea98d1,3938639,Georgia,Heorhii Tsitaishvili,29,12,1,110.0,20.4,From Free Kick,0.008763675,Saved,Open Play,Normal,Left Foot,,,,,,,,,,,0
4f631343-e674-4df8-aa7c-3c961fbf7beb,3938639,Georgia,Georges Mikautadze,31,44,1,111.2,49.7,From Throw In,0.19899806,Goal,Open Play,Normal,Right Foot,True,,,,,0.0,3.074288758088364,3.0,8.755037344762423,1.7029936674876467,1
252624d2-fc78-46f2-8dac-bbe7fb8cc962,3938639,Georgia,Georges Mikautadze,34,50,1,107.1,41.9,From Free Kick,0.15692246,Off T,Open Play,Volley,Right Foot,True,,,,True,0.0,1.0432355249142016,3.0,7.377290788565508,5.923832482480009,1
d36eb416-061c-4caf-8a5b-0fd255a5796c,3938639,Georgia,Giorgi Kochorashvili,36,32,1,98.4,37.4,Regular Play,0.04459064,Blocked,Open Play,Normal,Right Foot,True,,,,,0.0,2.1560763415570996,3.0,15.614269591244385,6.166528666199952,1
dffd4df9-187f-44f7-9f80-e9c369a5fdd7,3938639,Turkey,Kaan Ayhan,39,30,1,107.1,34.6,From Free Kick,0.07663289,Blocked,Open Play,Half Volley,Left Foot,,,,,,3.0,1.9165379681246075,3.0,12.19767070257332,1.2838844874916902,1
676ab6dd-f8f3-46ef-9938-b33c5b35f07d,3938639,Turkey,Ferdi Erenay Kadıoğlu,40,43,1,73.2,39.2,Regular Play,0.004520179,Off T,Open Play,Normal,Right Foot,True,,,,,2.0,2.979729498041816,1.0,,,1
a10d2757-1fa2-48c1-9dbc-c6fe017022db,3938639,Turkey,Mert Müldür,45,27,2,111.7,46.2,From Kick Off,0.39194897,Saved,Open Play,Normal,Left Foot,True,,,,,0.0,2.4590040666380406,3.0,7.2796702704010485,1.9285682758584244,1
9412e6af-99dc-4479-827a-61c05e7f5b00,3938639,Turkey,Barış Alper Yılmaz,47,34,2,107.9,49.7,Regular Play,0.08905159,Blocked,Open Play,Normal,Left Foot,,,,,True,0.0,1.4931134797402266,4.0,11.931843793614263,2.735357864310771,1
e035665a-7d65-45f3-836f-d4c9c9aa2e29,3938639,Georgia,Heorhii Tsitaishvili,48,28,2,112.5,22.7,From Free Kick,0.010639418,Saved,Open Play,Normal,Left Foot,,,,,,0.0,3.70077692008767,1.0,14.786900143454131,0.808345543814923,1
c58c5806-323a-42f0-8c00-ddd046719770,3938639,Georgia,Georges Mikautadze,51,0,2,111.1,36.6,Regular Play,0.071241885,Blocked,Open Play,Half Volley,Right Foot,,,,,,0.0,1.269704677553755,2.0,6.783651037731483,2.562382034907529,1
5b47102b-169b-4c11-afbd-2f744cb0533a,3938639,Turkey,Hakan Çalhanoğlu,56,21,2,93.2,31.5,From Free Kick,0.048409604,Saved,Free Kick,Normal,Right Foot,,,,,,2.0,9.895190253344923,0.0,27.038696228239832,1.214604829902612,1
93e807c8-575a-4551-9b81-d443abdc0048,3938639,Turkey,Kenan Yildiz,59,6,2,101.2,24.7,Regular Play,0.012807231,Blocked,Open Play,Normal,Right Foot,,,,,True,0.0,1.4707881749561749,1.0,21.414981517598477,2.55958779109298,1
1e43023a-19f7-4c91-8591-bd79e3fa07d6,3938639,Turkey,Mert Müldür,59,53,2,96.6,51.5,Regular Play,0.026884427,Blocked,Open Play,Normal,Right Foot,,,,,,1.0,3.3066330740183885,1.0,23.164553420558683,2.4833995435949703,1
43615d41-9179-4712-a6fc-a12026c16ba6,3938639,Turkey,Hakan Çalhanoğlu,60,8,2,95.8,46.1,Regular Play,0.02077125,Off T,Open Play,Normal,Right Foot,True,,,,True,0.0,0.9226190490171056,1.0,21.7524118884325,2.938911782927903,1
